name,16S.match,23S.match,blaTEM.match,folP.match,gyrA.match,mtrR.match,mtrR_promoter.match,parC.match,parE.match,penA.match,ponA.match,porA.match,porB1a.match,porB1b.match,rpoB.match,rpsJ.match,tetM.match
SRR2736264,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736265,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736266,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736267,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736268,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736269,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736270,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736271,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736272,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736273,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR2736274,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR2736275,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
SRR2736276,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736277,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736278,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736279,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736280,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR2736281,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR2736282,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736283,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736284,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736285,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736286,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736287,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736288,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736289,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
SRR2736290,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
SRR2736291,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736292,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736293,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736294,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736295,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736296,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736297,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736298,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736299,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736300,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
SRR2736301,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no
SRR2736302,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736303,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
SRR2736304,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736305,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no
SRR2736306,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
